name,riskScore,status,reviewer,date,age,occupation,coverageType,coverageAmount,income,policyTerm,premiumAmount,policyType,claimHistory,maritalStatus,dependents,healthHistory,policyStartDate
Tony Stark,659,Needs Info,Reviewer_3,2023-07-03,37,Scientist,Term Life,$485024,$63439,22 years,$28791,Whole Life,Yes,Married,5,Yes,2024-09-09
Tony Stark,762,Pending,Reviewer_2,2024-04-14,43,Doctor,Term Life,$404688,$136420,23 years,$3294,Whole Life,No,Single,2,Yes,2024-09-30
Bruce Banner,635,Approved,Reviewer_3,2024-06-08,48,Teacher,Life,$672879,$119130,21 years,$33834,Whole Life,Yes,Single,0,No,2024-09-30
Natasha Romanoff,652,Declined,Reviewer_2,2023-10-09,63,Teacher,Health,$784812,$149425,29 years,$21324,Whole Life,Yes,Single,1,No,2024-02-06
Tony Stark,777,Declined,Reviewer_1,2024-09-01,35,Scientist,Term Life,$551165,$52923,23 years,$24134,Whole Life,Yes,Married,0,No,2024-06-30
Bruce Banner,718,Needs Info,Reviewer_3,2023-03-09,29,CEO,Critical Illness,$369579,$57843,30 years,$42015,Term Life,Yes,Married,4,No,2024-10-07
Bruce Banner,636,Declined,Reviewer_2,2024-02-16,62,CEO,Critical Illness,$109687,$50571,28 years,$11604,Term Life,Yes,Married,1,Yes,2024-06-11
Bruce Banner,703,Declined,Reviewer_4,2024-02-13,46,Teacher,Health,$825963,$133473,30 years,$13028,Whole Life,No,Married,0,Yes,2024-06-07
Natasha Romanoff,639,Declined,Reviewer_2,2024-07-22,52,Engineer,Critical Illness,$586831,$122455,25 years,$10480,Whole Life,Yes,Married,2,No,2024-12-27
Bruce Banner,664,Approved,Reviewer_5,2024-02-12,42,Engineer,Critical Illness,$734698,$39621,15 years,$8934,Term Life,Yes,Single,2,No,2024-03-11
Natasha Romanoff,636,Pending,Reviewer_4,2024-05-11,36,CEO,Health,$234133,$50393,22 years,$18755,Term Life,No,Single,3,Yes,2024-05-12
Clint Barton,673,Approved,Reviewer_3,2024-09-21,47,Engineer,Critical Illness,$583105,$50107,14 years,$34612,Whole Life,Yes,Married,5,Yes,2024-03-20
Clint Barton,600,Pending,Reviewer_3,2023-04-26,44,CEO,Critical Illness,$332109,$134394,21 years,$2139,Whole Life,No,Single,5,No,2024-07-30
Bruce Banner,647,Needs Info,Reviewer_2,2024-07-18,23,Doctor,Health,$404082,$112289,15 years,$29302,Term Life,No,Married,2,No,2024-02-21
Clint Barton,611,Approved,Reviewer_1,2023-09-04,30,Engineer,Critical Illness,$703149,$145359,22 years,$39323,Whole Life,No,Single,4,Yes,2024-08-18
Steve Rogers,620,Approved,Reviewer_1,2024-04-23,60,Teacher,Term Life,$451426,$117381,15 years,$19390,Whole Life,Yes,Married,5,No,2024-04-15
Tony Stark,773,Needs Info,Reviewer_1,2023-05-02,20,Doctor,Term Life,$333779,$72606,20 years,$26864,Term Life,Yes,Single,5,No,2024-11-02
Tony Stark,662,Needs Info,Reviewer_2,2023-10-01,35,Doctor,Critical Illness,$342739,$123427,27 years,$11950,Term Life,Yes,Married,0,Yes,2024-05-07
Tony Stark,732,Pending,Reviewer_2,2023-05-30,37,Engineer,Term Life,$587133,$33497,25 years,$25932,Term Life,Yes,Single,0,No,2024-04-15
Clint Barton,745,Pending,Reviewer_1,2023-12-04,57,CEO,Term Life,$873960,$50653,25 years,$27432,Whole Life,Yes,Married,0,Yes,2024-08-02
Tony Stark,682,Needs Info,Reviewer_1,2024-03-16,62,Doctor,Life,$576169,$122492,30 years,$42746,Term Life,Yes,Single,5,No,2024-09-03
Bruce Banner,647,Declined,Reviewer_5,2024-03-27,50,Engineer,Critical Illness,$735859,$94593,13 years,$22396,Term Life,No,Married,4,No,2024-08-18
Natasha Romanoff,721,Declined,Reviewer_3,2023-01-07,23,Teacher,Critical Illness,$948063,$122943,27 years,$49330,Term Life,Yes,Single,3,Yes,2024-08-12
Clint Barton,794,Approved,Reviewer_4,2023-08-04,58,Engineer,Critical Illness,$956526,$119328,10 years,$22775,Whole Life,No,Married,0,No,2024-12-22
Bruce Banner,618,Approved,Reviewer_5,2024-07-23,46,Doctor,Critical Illness,$856607,$41938,25 years,$17723,Whole Life,Yes,Married,3,Yes,2024-05-05
Steve Rogers,770,Approved,Reviewer_5,2023-10-02,21,Engineer,Life,$532117,$134784,21 years,$11410,Term Life,No,Single,0,Yes,2024-01-13
Natasha Romanoff,739,Pending,Reviewer_4,2023-07-25,42,Scientist,Health,$201201,$120694,27 years,$24446,Term Life,Yes,Married,3,Yes,2024-08-16
Bruce Banner,789,Declined,Reviewer_4,2024-12-02,54,Teacher,Term Life,$925111,$101300,15 years,$24166,Whole Life,No,Married,4,Yes,2024-11-22
Bruce Banner,625,Needs Info,Reviewer_4,2023-09-19,58,Teacher,Health,$342469,$134363,22 years,$45180,Whole Life,No,Single,3,No,2024-12-29
Tony Stark,656,Approved,Reviewer_5,2024-06-21,56,Engineer,Term Life,$915071,$139088,29 years,$10330,Term Life,No,Single,0,No,2024-06-02
Clint Barton,724,Declined,Reviewer_4,2023-08-01,39,Scientist,Life,$823728,$128733,15 years,$13994,Whole Life,Yes,Married,3,No,2024-09-28
Tony Stark,787,Approved,Reviewer_3,2023-06-24,32,CEO,Term Life,$628036,$115788,30 years,$12941,Term Life,Yes,Single,0,No,2024-10-21
Clint Barton,708,Pending,Reviewer_1,2023-10-24,60,Teacher,Term Life,$939766,$80686,17 years,$16085,Term Life,Yes,Single,1,Yes,2024-11-21
Natasha Romanoff,672,Needs Info,Reviewer_3,2024-11-14,29,CEO,Health,$236591,$83901,13 years,$10860,Whole Life,Yes,Single,2,Yes,2024-05-27
Natasha Romanoff,772,Approved,Reviewer_2,2023-08-13,40,Doctor,Term Life,$295413,$130344,13 years,$25794,Term Life,No,Married,3,No,2024-08-05
Bruce Banner,766,Approved,Reviewer_2,2023-01-08,48,Scientist,Term Life,$646006,$141186,19 years,$37953,Term Life,Yes,Single,5,No,2024-05-09
Natasha Romanoff,646,Pending,Reviewer_3,2023-10-31,56,CEO,Life,$830332,$116526,22 years,$26443,Term Life,Yes,Single,5,Yes,2024-04-16
Steve Rogers,602,Pending,Reviewer_2,2024-07-26,21,Doctor,Term Life,$148431,$82024,21 years,$7794,Term Life,No,Single,1,No,2024-08-21
Natasha Romanoff,636,Approved,Reviewer_4,2024-06-15,34,Doctor,Critical Illness,$820971,$38333,29 years,$1705,Whole Life,Yes,Single,4,No,2024-06-11
Steve Rogers,649,Needs Info,Reviewer_1,2024-04-27,59,Engineer,Health,$668275,$78233,21 years,$39888,Whole Life,No,Single,4,No,2024-05-24
Tony Stark,665,Needs Info,Reviewer_1,2024-04-15,55,Teacher,Term Life,$137731,$96282,20 years,$16915,Term Life,Yes,Married,0,No,2024-08-12
Bruce Banner,739,Declined,Reviewer_5,2023-03-08,41,Scientist,Health,$542736,$90498,20 years,$13557,Whole Life,Yes,Married,0,Yes,2024-01-21
Bruce Banner,709,Needs Info,Reviewer_5,2023-07-31,59,Doctor,Health,$798191,$100608,20 years,$41513,Whole Life,Yes,Married,3,Yes,2024-07-09
Natasha Romanoff,705,Needs Info,Reviewer_5,2024-09-14,63,Engineer,Life,$367987,$130405,28 years,$15354,Term Life,No,Married,1,Yes,2024-02-04
Bruce Banner,639,Declined,Reviewer_1,2023-11-19,23,Teacher,Health,$883703,$144086,16 years,$14978,Whole Life,Yes,Married,5,No,2024-04-01
Clint Barton,711,Needs Info,Reviewer_5,2023-03-23,63,Scientist,Term Life,$484933,$105417,25 years,$31624,Whole Life,Yes,Married,1,Yes,2024-11-21
Steve Rogers,615,Needs Info,Reviewer_3,2024-04-01,64,CEO,Term Life,$691131,$146883,19 years,$10103,Term Life,Yes,Single,0,No,2024-11-07
Bruce Banner,655,Declined,Reviewer_1,2024-04-21,38,Doctor,Critical Illness,$712148,$101512,17 years,$32577,Term Life,Yes,Married,5,No,2024-12-28
Tony Stark,700,Needs Info,Reviewer_4,2024-09-12,40,Doctor,Health,$433535,$32164,13 years,$30270,Whole Life,Yes,Married,4,Yes,2024-08-23
Natasha Romanoff,709,Needs Info,Reviewer_5,2024-06-28,25,Engineer,Critical Illness,$820248,$35735,17 years,$49548,Term Life,No,Single,4,No,2024-04-26
Steve Rogers,680,Pending,Reviewer_5,2023-08-04,56,CEO,Health,$382849,$119811,18 years,$46786,Whole Life,No,Married,2,Yes,2024-04-25
Steve Rogers,638,Needs Info,Reviewer_3,2024-06-30,56,Engineer,Health,$450734,$33243,26 years,$17022,Term Life,No,Single,0,No,2024-07-18
Natasha Romanoff,760,Declined,Reviewer_1,2024-11-03,60,Scientist,Critical Illness,$873971,$88673,17 years,$15388,Whole Life,No,Married,0,Yes,2024-10-24
Tony Stark,682,Pending,Reviewer_3,2024-03-20,31,CEO,Life,$498218,$133997,15 years,$30335,Term Life,No,Married,5,Yes,2024-11-17
Bruce Banner,735,Approved,Reviewer_3,2023-01-27,36,Teacher,Health,$537486,$90802,28 years,$35812,Term Life,Yes,Single,5,No,2024-10-12
Natasha Romanoff,711,Pending,Reviewer_3,2024-11-03,51,Scientist,Term Life,$990600,$130093,10 years,$49520,Term Life,Yes,Single,2,Yes,2024-04-17
Steve Rogers,735,Approved,Reviewer_3,2024-05-01,39,CEO,Health,$210497,$122070,26 years,$11699,Whole Life,Yes,Married,3,No,2024-05-17
Bruce Banner,704,Pending,Reviewer_5,2023-01-05,24,Teacher,Health,$711203,$37004,22 years,$11396,Term Life,Yes,Married,0,Yes,2024-09-28
Steve Rogers,653,Declined,Reviewer_3,2023-10-19,48,Engineer,Health,$915099,$53437,30 years,$39817,Term Life,Yes,Married,2,No,2024-02-27
Clint Barton,781,Approved,Reviewer_3,2023-02-01,62,Doctor,Term Life,$862791,$36533,13 years,$40666,Term Life,Yes,Single,4,Yes,2024-09-23
Bruce Banner,789,Pending,Reviewer_5,2023-08-17,45,CEO,Life,$672853,$140885,18 years,$29072,Term Life,Yes,Married,2,No,2024-09-03
Clint Barton,765,Pending,Reviewer_5,2023-02-25,56,CEO,Life,$990813,$39412,11 years,$25959,Term Life,Yes,Married,4,No,2024-04-16
Tony Stark,664,Declined,Reviewer_3,2024-05-20,21,Teacher,Critical Illness,$637218,$111209,29 years,$45923,Term Life,Yes,Single,4,Yes,2024-10-01
Bruce Banner,751,Needs Info,Reviewer_3,2024-11-09,39,Scientist,Life,$132099,$93200,16 years,$40326,Whole Life,No,Married,3,Yes,2024-09-26
Natasha Romanoff,630,Needs Info,Reviewer_3,2023-09-13,63,CEO,Term Life,$859900,$131814,16 years,$23423,Term Life,Yes,Married,3,Yes,2024-10-17
Natasha Romanoff,762,Pending,Reviewer_3,2023-04-01,47,CEO,Life,$423541,$55645,14 years,$2487,Term Life,No,Married,0,No,2024-02-02
Tony Stark,675,Needs Info,Reviewer_2,2023-06-28,60,Scientist,Critical Illness,$375576,$84653,18 years,$16281,Term Life,No,Married,4,No,2024-02-13
Bruce Banner,786,Pending,Reviewer_5,2023-07-09,21,Teacher,Health,$483585,$64164,12 years,$32677,Term Life,No,Single,1,Yes,2024-01-14
Clint Barton,614,Declined,Reviewer_2,2024-05-17,63,Doctor,Life,$528909,$70502,28 years,$3038,Term Life,No,Single,1,Yes,2024-05-15
Tony Stark,759,Needs Info,Reviewer_3,2023-01-20,32,Scientist,Health,$440695,$116881,17 years,$3060,Whole Life,Yes,Single,5,Yes,2024-01-07
Tony Stark,751,Needs Info,Reviewer_3,2023-07-09,26,Teacher,Critical Illness,$621206,$38091,10 years,$33475,Term Life,No,Married,5,Yes,2024-01-25
Steve Rogers,792,Declined,Reviewer_5,2024-12-15,42,Scientist,Critical Illness,$756165,$107132,18 years,$28263,Term Life,Yes,Married,2,Yes,2024-10-25
Tony Stark,736,Needs Info,Reviewer_3,2023-06-02,22,Scientist,Term Life,$303840,$88463,28 years,$26841,Whole Life,Yes,Single,2,Yes,2024-02-16
Steve Rogers,737,Pending,Reviewer_5,2024-12-05,63,CEO,Term Life,$746996,$119910,12 years,$4148,Whole Life,Yes,Single,2,Yes,2024-04-11
Bruce Banner,626,Needs Info,Reviewer_3,2024-05-31,33,Engineer,Term Life,$585540,$112718,24 years,$10834,Term Life,Yes,Married,2,Yes,2024-10-16
Bruce Banner,666,Approved,Reviewer_1,2024-04-18,26,Scientist,Term Life,$617547,$81307,17 years,$28787,Term Life,No,Single,4,Yes,2024-10-01
Clint Barton,688,Needs Info,Reviewer_2,2024-11-02,27,Doctor,Life,$434561,$46817,15 years,$9368,Whole Life,Yes,Married,4,No,2024-06-12
Steve Rogers,724,Pending,Reviewer_4,2023-01-09,46,Teacher,Term Life,$989521,$74316,30 years,$1530,Whole Life,Yes,Married,4,No,2024-08-09
Clint Barton,611,Needs Info,Reviewer_1,2023-02-15,20,Doctor,Term Life,$649625,$88287,28 years,$34178,Whole Life,No,Married,2,Yes,2024-12-23
Tony Stark,616,Pending,Reviewer_3,2023-09-09,23,Engineer,Life,$469284,$109934,26 years,$43520,Term Life,Yes,Married,2,Yes,2024-01-24
Natasha Romanoff,736,Declined,Reviewer_5,2023-05-13,40,CEO,Health,$797425,$118893,25 years,$17969,Whole Life,Yes,Single,0,Yes,2024-05-12
Natasha Romanoff,622,Approved,Reviewer_3,2023-09-09,61,Scientist,Life,$247864,$103304,22 years,$32087,Whole Life,Yes,Single,4,Yes,2024-04-19
Bruce Banner,780,Declined,Reviewer_4,2024-09-21,64,Teacher,Critical Illness,$443065,$129102,26 years,$43203,Whole Life,No,Married,3,Yes,2024-03-25
Clint Barton,680,Approved,Reviewer_4,2024-03-28,51,CEO,Term Life,$774811,$84387,17 years,$13639,Whole Life,Yes,Single,3,Yes,2024-06-22
Natasha Romanoff,631,Needs Info,Reviewer_2,2023-03-30,44,Doctor,Term Life,$560910,$44213,29 years,$6100,Whole Life,No,Married,4,Yes,2024-01-13
Steve Rogers,657,Approved,Reviewer_1,2023-01-30,24,Scientist,Critical Illness,$590514,$45722,22 years,$3584,Whole Life,No,Married,0,Yes,2024-07-04
Clint Barton,649,Declined,Reviewer_2,2023-05-07,53,Teacher,Life,$285014,$117441,15 years,$5525,Whole Life,Yes,Married,3,Yes,2024-09-12
Bruce Banner,702,Approved,Reviewer_4,2023-12-25,64,Scientist,Health,$745678,$144178,24 years,$10447,Term Life,No,Married,2,Yes,2024-11-29
Clint Barton,626,Needs Info,Reviewer_4,2023-06-20,26,CEO,Health,$635039,$34340,29 years,$17450,Whole Life,No,Married,2,No,2024-11-21
Tony Stark,634,Pending,Reviewer_4,2024-01-03,40,CEO,Life,$880320,$138463,13 years,$6222,Whole Life,Yes,Married,3,No,2024-09-17
Steve Rogers,692,Approved,Reviewer_4,2024-07-15,37,Engineer,Term Life,$907204,$84354,17 years,$16249,Whole Life,No,Single,2,No,2024-06-21
Clint Barton,714,Pending,Reviewer_1,2023-06-01,43,Engineer,Term Life,$867233,$116893,30 years,$19162,Term Life,No,Single,5,Yes,2024-02-27
Clint Barton,660,Approved,Reviewer_2,2023-03-28,44,Scientist,Term Life,$304518,$139363,11 years,$10481,Term Life,No,Single,5,Yes,2024-11-20
Clint Barton,700,Pending,Reviewer_1,2024-09-15,46,CEO,Life,$464701,$66136,13 years,$16573,Whole Life,No,Married,5,Yes,2024-02-24
Clint Barton,601,Needs Info,Reviewer_5,2023-07-01,56,CEO,Life,$871843,$137981,13 years,$41663,Term Life,Yes,Married,0,Yes,2024-09-05
Clint Barton,743,Needs Info,Reviewer_2,2023-12-24,64,Engineer,Term Life,$376410,$145218,25 years,$9464,Term Life,No,Married,0,Yes,2024-04-16
Tony Stark,744,Approved,Reviewer_4,2023-10-16,28,Doctor,Term Life,$167256,$102962,26 years,$9231,Term Life,No,Married,3,Yes,2024-02-12
Natasha Romanoff,624,Pending,Reviewer_4,2024-01-26,38,Teacher,Critical Illness,$722286,$92370,30 years,$15235,Whole Life,No,Married,3,Yes,2024-10-02
Steve Rogers,729,Pending,Reviewer_2,2023-10-12,40,Teacher,Health,$730255,$33348,14 years,$17656,Whole Life,No,Single,3,Yes,2024-04-14
Bruce Banner,786,Needs Info,Reviewer_4,2023-02-24,31,Scientist,Life,$566517,$42655,19 years,$15848,Term Life,Yes,Single,1,Yes,2024-07-22
Tony Stark,787,Approved,Reviewer_1,2024-07-18,48,Scientist,Life,$447691,$87215,21 years,$28704,Whole Life,Yes,Married,3,Yes,2024-10-15
Clint Barton,617,Declined,Reviewer_5,2023-02-28,61,Doctor,Critical Illness,$936146,$124176,18 years,$10903,Term Life,No,Single,5,Yes,2024-06-25
Clint Barton,608,Declined,Reviewer_2,2024-03-18,55,CEO,Life,$872079,$68984,25 years,$30084,Term Life,No,Single,2,Yes,2024-03-17
Natasha Romanoff,646,Needs Info,Reviewer_1,2024-05-31,27,Doctor,Health,$318503,$130512,11 years,$16043,Whole Life,Yes,Single,4,Yes,2024-04-04
Tony Stark,780,Approved,Reviewer_1,2023-11-24,23,Scientist,Life,$878498,$105099,30 years,$6106,Whole Life,No,Single,4,No,2024-04-29
Tony Stark,680,Approved,Reviewer_2,2023-08-14,58,Doctor,Life,$987038,$89029,29 years,$6649,Term Life,Yes,Single,5,No,2024-02-26
Steve Rogers,758,Declined,Reviewer_5,2023-05-12,33,Engineer,Critical Illness,$873991,$45137,15 years,$13751,Whole Life,Yes,Single,3,Yes,2024-02-23
Natasha Romanoff,707,Approved,Reviewer_4,2023-11-19,46,Teacher,Critical Illness,$981720,$101827,17 years,$33949,Term Life,Yes,Married,0,No,2024-07-21
Clint Barton,651,Pending,Reviewer_2,2024-01-22,20,Doctor,Critical Illness,$907331,$44992,12 years,$44657,Whole Life,Yes,Married,4,No,2024-02-19
Bruce Banner,628,Pending,Reviewer_1,2023-11-02,24,Doctor,Term Life,$559088,$76437,21 years,$31352,Whole Life,Yes,Single,5,No,2024-04-20
Bruce Banner,738,Declined,Reviewer_1,2023-12-02,53,Engineer,Term Life,$344262,$149626,13 years,$42419,Whole Life,No,Single,5,No,2024-12-10
Tony Stark,743,Needs Info,Reviewer_2,2024-03-28,24,Teacher,Term Life,$315645,$149450,22 years,$38432,Whole Life,Yes,Single,4,No,2024-05-13
Bruce Banner,766,Needs Info,Reviewer_2,2024-10-03,57,CEO,Critical Illness,$706102,$133369,17 years,$14692,Whole Life,Yes,Single,1,Yes,2024-02-03
Bruce Banner,708,Needs Info,Reviewer_4,2024-07-27,45,Doctor,Critical Illness,$678406,$111897,30 years,$13039,Term Life,Yes,Single,3,No,2024-01-13
Bruce Banner,683,Declined,Reviewer_1,2024-07-08,50,Teacher,Health,$862104,$76791,27 years,$25119,Whole Life,No,Married,2,No,2024-07-09
Tony Stark,691,Needs Info,Reviewer_2,2023-11-17,22,Teacher,Critical Illness,$287616,$109286,26 years,$29654,Whole Life,No,Married,1,No,2024-06-11
Steve Rogers,758,Pending,Reviewer_3,2024-10-09,29,CEO,Life,$717079,$45020,19 years,$7302,Whole Life,Yes,Single,2,No,2024-09-04
Clint Barton,795,Pending,Reviewer_1,2023-02-28,31,Engineer,Life,$139361,$132714,12 years,$30054,Whole Life,Yes,Married,3,Yes,2024-04-05
Bruce Banner,660,Declined,Reviewer_4,2024-10-26,23,Teacher,Critical Illness,$216673,$31697,24 years,$25129,Term Life,No,Married,2,No,2024-03-19
Bruce Banner,632,Pending,Reviewer_1,2023-12-29,47,Engineer,Life,$201947,$115928,24 years,$15845,Whole Life,No,Single,4,No,2024-03-18
Tony Stark,600,Approved,Reviewer_2,2024-09-19,57,CEO,Term Life,$530909,$38184,16 years,$39581,Term Life,Yes,Married,1,No,2024-12-26
Clint Barton,634,Pending,Reviewer_3,2024-12-13,49,Engineer,Health,$630061,$64365,23 years,$21432,Whole Life,Yes,Married,5,No,2024-11-09
Tony Stark,757,Declined,Reviewer_2,2023-05-11,48,CEO,Life,$196179,$109311,29 years,$16201,Term Life,No,Married,2,No,2024-08-23
Clint Barton,727,Approved,Reviewer_3,2024-07-11,58,Engineer,Health,$475604,$69045,16 years,$31980,Term Life,No,Married,5,Yes,2024-10-21
Tony Stark,683,Pending,Reviewer_4,2024-12-27,60,Teacher,Health,$596829,$136651,24 years,$43701,Whole Life,No,Single,3,No,2024-12-01
Natasha Romanoff,664,Approved,Reviewer_5,2023-10-15,47,Engineer,Critical Illness,$239365,$131452,27 years,$47861,Whole Life,No,Single,1,No,2024-02-08
Clint Barton,681,Declined,Reviewer_1,2024-07-31,31,Doctor,Term Life,$969295,$132126,11 years,$23822,Whole Life,No,Married,0,Yes,2024-02-13
Tony Stark,620,Declined,Reviewer_1,2023-09-08,51,Engineer,Health,$386829,$106090,30 years,$13346,Whole Life,No,Married,1,Yes,2024-11-26
Bruce Banner,659,Pending,Reviewer_4,2024-09-09,45,Teacher,Critical Illness,$357181,$36053,14 years,$48972,Term Life,Yes,Married,3,No,2024-05-10
Bruce Banner,705,Needs Info,Reviewer_4,2023-10-24,25,Doctor,Critical Illness,$264186,$105439,29 years,$38808,Whole Life,Yes,Single,5,Yes,2024-07-07
Tony Stark,688,Declined,Reviewer_3,2024-02-07,29,CEO,Life,$595684,$98230,28 years,$3050,Whole Life,No,Married,5,Yes,2024-05-03
Bruce Banner,725,Pending,Reviewer_5,2023-02-17,42,Doctor,Health,$917013,$40357,29 years,$44926,Term Life,Yes,Married,4,Yes,2024-12-24
Natasha Romanoff,769,Approved,Reviewer_3,2023-05-17,48,Teacher,Life,$933248,$35205,15 years,$1454,Whole Life,No,Single,1,No,2024-02-24
Bruce Banner,702,Approved,Reviewer_5,2024-07-22,44,Doctor,Term Life,$227537,$39976,28 years,$3445,Term Life,No,Single,4,No,2024-06-26
Steve Rogers,727,Approved,Reviewer_1,2023-07-09,40,Teacher,Life,$745166,$60286,28 years,$6847,Term Life,Yes,Married,5,Yes,2024-04-25
Steve Rogers,727,Pending,Reviewer_3,2023-11-13,32,Engineer,Health,$535498,$137574,27 years,$7156,Term Life,No,Married,4,Yes,2024-11-18
Clint Barton,700,Pending,Reviewer_2,2023-10-23,55,Scientist,Critical Illness,$857323,$39134,25 years,$14284,Term Life,No,Married,5,Yes,2024-11-14
Bruce Banner,790,Needs Info,Reviewer_4,2024-09-27,33,Teacher,Health,$299589,$118785,19 years,$38289,Term Life,No,Married,4,Yes,2024-08-09
Clint Barton,670,Approved,Reviewer_1,2023-04-06,59,CEO,Term Life,$633623,$50940,17 years,$37176,Whole Life,Yes,Single,3,Yes,2024-11-07
Steve Rogers,736,Approved,Reviewer_3,2023-03-05,50,CEO,Term Life,$184745,$55949,17 years,$11805,Whole Life,No,Single,0,No,2024-01-12
Steve Rogers,738,Needs Info,Reviewer_1,2023-12-16,48,Scientist,Critical Illness,$348452,$129008,22 years,$12513,Whole Life,No,Single,4,Yes,2024-03-18
Tony Stark,668,Approved,Reviewer_3,2024-03-16,31,Engineer,Life,$759846,$31767,24 years,$4750,Term Life,No,Single,4,No,2024-05-19
Steve Rogers,612,Needs Info,Reviewer_5,2023-10-08,36,CEO,Term Life,$329530,$134672,17 years,$10043,Whole Life,Yes,Married,1,Yes,2024-12-03
Tony Stark,691,Pending,Reviewer_2,2024-06-20,35,Scientist,Term Life,$490907,$60531,12 years,$30015,Whole Life,No,Single,5,No,2024-01-18
Tony Stark,668,Pending,Reviewer_2,2023-08-09,34,Teacher,Life,$736667,$101072,25 years,$39862,Term Life,No,Single,3,Yes,2024-04-26
Natasha Romanoff,695,Pending,Reviewer_4,2024-07-22,33,Scientist,Life,$481664,$133012,12 years,$9676,Term Life,No,Single,0,No,2024-11-02
Steve Rogers,740,Pending,Reviewer_2,2024-06-28,61,Doctor,Term Life,$792223,$131131,20 years,$43746,Whole Life,No,Single,0,No,2024-07-05
Tony Stark,712,Approved,Reviewer_1,2024-10-06,36,Scientist,Critical Illness,$175400,$71821,19 years,$2872,Whole Life,No,Single,4,No,2024-07-07
Tony Stark,694,Approved,Reviewer_5,2023-06-09,29,Scientist,Life,$453676,$50267,10 years,$41982,Whole Life,Yes,Married,5,No,2024-04-16
Tony Stark,756,Declined,Reviewer_5,2023-05-17,45,Scientist,Term Life,$576935,$88732,25 years,$31593,Whole Life,Yes,Single,1,No,2024-07-24
Steve Rogers,709,Pending,Reviewer_1,2024-12-07,60,Engineer,Term Life,$319524,$112090,10 years,$4683,Whole Life,Yes,Single,5,Yes,2024-07-06
Clint Barton,637,Declined,Reviewer_2,2024-08-04,24,Doctor,Health,$296471,$141975,23 years,$46540,Whole Life,No,Married,4,No,2024-09-22
Clint Barton,634,Approved,Reviewer_1,2024-04-03,31,CEO,Term Life,$194324,$102600,25 years,$16403,Whole Life,Yes,Married,2,No,2024-05-06
Clint Barton,628,Needs Info,Reviewer_2,2024-03-17,62,Teacher,Health,$769851,$145441,25 years,$10351,Whole Life,Yes,Single,1,No,2024-01-23
Bruce Banner,717,Declined,Reviewer_2,2023-06-17,55,CEO,Health,$151740,$59609,16 years,$31093,Whole Life,No,Single,2,Yes,2024-09-29
Clint Barton,725,Approved,Reviewer_5,2023-11-03,20,Engineer,Critical Illness,$394473,$88538,18 years,$40269,Whole Life,No,Married,1,No,2024-12-20
Tony Stark,752,Approved,Reviewer_3,2023-07-05,43,Doctor,Life,$783099,$138658,13 years,$28747,Whole Life,Yes,Single,5,Yes,2024-03-30
Steve Rogers,710,Pending,Reviewer_4,2023-08-29,60,Doctor,Critical Illness,$667439,$45545,20 years,$30416,Term Life,No,Married,0,Yes,2024-12-02
Natasha Romanoff,773,Needs Info,Reviewer_5,2024-12-20,41,Doctor,Life,$412789,$131900,26 years,$12951,Term Life,No,Married,1,No,2024-06-29
Clint Barton,667,Declined,Reviewer_2,2023-08-05,43,Scientist,Critical Illness,$754947,$88390,21 years,$16329,Term Life,Yes,Married,4,No,2024-02-09
Tony Stark,637,Approved,Reviewer_1,2024-09-16,53,CEO,Life,$812311,$144515,11 years,$3334,Whole Life,Yes,Single,5,No,2024-06-25
Natasha Romanoff,631,Declined,Reviewer_2,2024-03-11,49,Teacher,Life,$950219,$135816,23 years,$40541,Whole Life,Yes,Single,1,Yes,2024-10-07
Clint Barton,759,Needs Info,Reviewer_2,2023-12-28,23,Scientist,Term Life,$289084,$71685,11 years,$45433,Term Life,No,Single,5,Yes,2024-05-09
Bruce Banner,735,Needs Info,Reviewer_2,2023-07-03,21,Engineer,Term Life,$930362,$39334,11 years,$21878,Term Life,Yes,Single,4,No,2024-07-20
Steve Rogers,717,Pending,Reviewer_1,2023-04-06,64,Teacher,Life,$997894,$67852,24 years,$28139,Term Life,Yes,Single,3,Yes,2024-11-22
Clint Barton,760,Needs Info,Reviewer_2,2024-03-04,23,Teacher,Term Life,$811641,$119276,21 years,$39155,Whole Life,No,Single,1,Yes,2024-10-11
Clint Barton,766,Pending,Reviewer_1,2023-02-13,27,Teacher,Critical Illness,$928753,$71387,27 years,$27824,Whole Life,No,Single,1,Yes,2024-11-15
Tony Stark,621,Needs Info,Reviewer_1,2024-05-05,26,Engineer,Term Life,$537580,$30163,21 years,$35493,Whole Life,No,Single,3,No,2024-08-10
Natasha Romanoff,714,Pending,Reviewer_5,2024-08-11,65,Teacher,Health,$729221,$35268,27 years,$5312,Whole Life,Yes,Married,4,No,2024-05-08
Bruce Banner,600,Approved,Reviewer_2,2023-02-16,44,Engineer,Critical Illness,$391584,$111774,26 years,$2286,Whole Life,Yes,Single,4,Yes,2024-06-18
Steve Rogers,648,Pending,Reviewer_3,2023-03-29,42,Doctor,Term Life,$223666,$34980,30 years,$4762,Whole Life,Yes,Married,2,Yes,2024-04-21
Natasha Romanoff,675,Declined,Reviewer_2,2024-08-02,42,Teacher,Health,$881371,$146696,27 years,$29080,Whole Life,No,Married,2,Yes,2024-01-23
