applicationId,name,coverageType,underwritingStatus,riskAssessment,underwriterName,medicalUnderwritingStatus,finalPremium,policyApprovalStatus,medicalExamsRequired,riskAdjustment
A56005,Natasha Romanoff,Life,Declined,High,Underwriter_4,Not Required,$38661,Rejected,No,Standard premium
A69821,Bruce Banner,Term Life,Approved,High,Underwriter_5,Completed,$12437,Pending,Yes,Standard premium
A93044,Natasha Romanoff,Life,Pending,High,Underwriter_1,Pending,$37577,Approved,Yes,Standard premium
A55673,Natasha Romanoff,Health,Approved,High,Underwriter_5,Completed,$40006,Approved,No,Standard premium
A35183,Tony Stark,Health,Pending,Low,Underwriter_1,Completed,$18234,Rejected,Yes,Standard premium
A41635,Tony Stark,Health,Approved,High,Underwriter_2,Not Required,$10929,Pending,No,Increased premium due to high risk
A44970,Natasha Romanoff,Life,Declined,Low,Underwriter_4,Not Required,$18937,Approved,No,Increased premium due to high risk
A28818,Bruce Banner,Life,Approved,Medium,Underwriter_1,Completed,$27689,Approved,Yes,Standard premium
A11604,Tony Stark,Critical Illness,Pending,Medium,Underwriter_5,Pending,$20592,Approved,No,Increased premium due to high risk
A73878,Tony Stark,Critical Illness,Approved,High,Underwriter_4,Pending,$39621,Pending,No,Standard premium
A26017,Steve Rogers,Life,Pending,Low,Underwriter_4,Pending,$43557,Approved,No,Increased premium due to high risk
A34643,Clint Barton,Life,Pending,Medium,Underwriter_5,Not Required,$42324,Approved,No,Standard premium
A72813,Natasha Romanoff,Health,Approved,Low,Underwriter_4,Not Required,$25761,Approved,No,Standard premium
A25085,Natasha Romanoff,Life,Pending,High,Underwriter_2,Not Required,$22705,Pending,No,Increased premium due to high risk
A70114,Tony Stark,Critical Illness,Declined,High,Underwriter_3,Completed,$46257,Rejected,Yes,Standard premium
A51962,Clint Barton,Term Life,Declined,Medium,Underwriter_2,Completed,$25846,Rejected,Yes,Increased premium due to high risk
A53496,Steve Rogers,Health,Declined,High,Underwriter_5,Pending,$7118,Approved,No,Increased premium due to high risk
A83611,Bruce Banner,Health,Approved,High,Underwriter_4,Not Required,$36564,Approved,Yes,Increased premium due to high risk
A90481,Steve Rogers,Term Life,Declined,Low,Underwriter_1,Pending,$22545,Pending,No,Increased premium due to high risk
A26953,Clint Barton,Critical Illness,Approved,Low,Underwriter_4,Completed,$26247,Rejected,Yes,Standard premium
A25315,Steve Rogers,Critical Illness,Pending,Medium,Underwriter_3,Pending,$10492,Rejected,No,Increased premium due to high risk
A95956,Natasha Romanoff,Life,Declined,Medium,Underwriter_2,Pending,$17211,Pending,Yes,Increased premium due to high risk
A72019,Bruce Banner,Term Life,Approved,Medium,Underwriter_3,Not Required,$24673,Approved,No,Increased premium due to high risk
A13679,Clint Barton,Health,Pending,Low,Underwriter_3,Pending,$17156,Rejected,No,Increased premium due to high risk
A53569,Steve Rogers,Term Life,Pending,High,Underwriter_3,Pending,$23821,Pending,Yes,Increased premium due to high risk
A66171,Clint Barton,Critical Illness,Approved,Low,Underwriter_3,Not Required,$6442,Pending,No,Increased premium due to high risk
A60586,Tony Stark,Term Life,Approved,Low,Underwriter_4,Completed,$42624,Approved,No,Increased premium due to high risk
A51887,Steve Rogers,Health,Pending,High,Underwriter_5,Pending,$35774,Pending,Yes,Standard premium
A14894,Steve Rogers,Critical Illness,Approved,Medium,Underwriter_3,Pending,$26088,Pending,No,Standard premium
A72416,Natasha Romanoff,Term Life,Pending,Medium,Underwriter_2,Completed,$23622,Pending,No,Standard premium
A83352,Natasha Romanoff,Health,Declined,Low,Underwriter_4,Completed,$37769,Pending,No,Standard premium
A39022,Tony Stark,Health,Pending,Medium,Underwriter_4,Completed,$48724,Pending,Yes,Standard premium
A88635,Natasha Romanoff,Life,Declined,Medium,Underwriter_4,Not Required,$25842,Rejected,Yes,Increased premium due to high risk
A67865,Tony Stark,Health,Declined,Low,Underwriter_2,Pending,$25192,Pending,Yes,Standard premium
A17290,Tony Stark,Term Life,Approved,Low,Underwriter_3,Completed,$20308,Rejected,No,Standard premium
A12732,Bruce Banner,Term Life,Approved,High,Underwriter_2,Completed,$34583,Rejected,No,Increased premium due to high risk
A61795,Natasha Romanoff,Critical Illness,Approved,Low,Underwriter_2,Not Required,$36316,Approved,Yes,Increased premium due to high risk
A74627,Steve Rogers,Health,Approved,High,Underwriter_1,Pending,$5728,Pending,No,Standard premium
A49460,Bruce Banner,Health,Declined,Medium,Underwriter_4,Not Required,$7167,Pending,No,Standard premium
A83467,Natasha Romanoff,Health,Declined,Low,Underwriter_1,Not Required,$49620,Approved,No,Standard premium
A21327,Tony Stark,Life,Pending,Low,Underwriter_1,Completed,$30476,Pending,Yes,Standard premium
A86292,Natasha Romanoff,Health,Approved,Low,Underwriter_4,Pending,$11589,Approved,Yes,Standard premium
A12545,Bruce Banner,Life,Declined,High,Underwriter_5,Pending,$40549,Approved,No,Standard premium
A18096,Bruce Banner,Life,Declined,Medium,Underwriter_1,Pending,$40664,Pending,Yes,Standard premium
A58939,Bruce Banner,Health,Approved,Medium,Underwriter_1,Pending,$40620,Pending,No,Standard premium
A69990,Clint Barton,Critical Illness,Approved,Low,Underwriter_2,Completed,$28181,Approved,Yes,Increased premium due to high risk
A31556,Tony Stark,Term Life,Pending,Medium,Underwriter_2,Not Required,$42104,Approved,No,Standard premium
A41589,Natasha Romanoff,Term Life,Pending,High,Underwriter_3,Not Required,$29974,Rejected,No,Increased premium due to high risk
A28181,Steve Rogers,Life,Pending,Low,Underwriter_2,Not Required,$15779,Rejected,No,Standard premium
A56647,Steve Rogers,Health,Pending,Medium,Underwriter_3,Not Required,$49478,Pending,No,Standard premium
A53896,Tony Stark,Health,Declined,High,Underwriter_2,Pending,$47666,Rejected,No,Standard premium
A91215,Steve Rogers,Critical Illness,Declined,Medium,Underwriter_2,Pending,$11734,Pending,Yes,Increased premium due to high risk
A19909,Tony Stark,Life,Pending,Low,Underwriter_5,Pending,$36723,Approved,No,Standard premium
A97254,Bruce Banner,Critical Illness,Pending,High,Underwriter_1,Not Required,$26059,Pending,Yes,Increased premium due to high risk
A55968,Natasha Romanoff,Life,Approved,Medium,Underwriter_1,Pending,$6192,Pending,Yes,Standard premium
A31276,Clint Barton,Life,Declined,High,Underwriter_4,Not Required,$30844,Pending,No,Standard premium
A93896,Natasha Romanoff,Life,Declined,High,Underwriter_3,Completed,$30626,Approved,No,Standard premium
A88521,Natasha Romanoff,Critical Illness,Approved,Low,Underwriter_4,Not Required,$40325,Rejected,No,Standard premium
A75929,Natasha Romanoff,Critical Illness,Approved,High,Underwriter_2,Pending,$35378,Pending,No,Standard premium
A30461,Natasha Romanoff,Health,Declined,Medium,Underwriter_5,Not Required,$14499,Pending,Yes,Increased premium due to high risk
A91402,Tony Stark,Life,Pending,High,Underwriter_3,Pending,$35935,Rejected,Yes,Standard premium
A24718,Clint Barton,Term Life,Approved,Low,Underwriter_3,Completed,$10391,Rejected,No,Increased premium due to high risk
A44909,Natasha Romanoff,Life,Approved,Low,Underwriter_3,Completed,$20146,Pending,Yes,Increased premium due to high risk
A99414,Steve Rogers,Term Life,Declined,High,Underwriter_5,Not Required,$11980,Rejected,No,Increased premium due to high risk
A14224,Bruce Banner,Life,Declined,High,Underwriter_1,Not Required,$29355,Rejected,No,Increased premium due to high risk
A67545,Steve Rogers,Term Life,Approved,High,Underwriter_3,Not Required,$20254,Rejected,Yes,Standard premium
A69637,Clint Barton,Term Life,Declined,Medium,Underwriter_2,Not Required,$19273,Pending,No,Increased premium due to high risk
A42480,Tony Stark,Life,Declined,Low,Underwriter_3,Completed,$30002,Rejected,Yes,Standard premium
A40721,Natasha Romanoff,Critical Illness,Declined,Medium,Underwriter_1,Not Required,$13998,Rejected,Yes,Increased premium due to high risk
A12645,Bruce Banner,Health,Approved,High,Underwriter_3,Completed,$12399,Pending,Yes,Increased premium due to high risk
A33069,Natasha Romanoff,Health,Declined,Low,Underwriter_3,Pending,$34395,Rejected,Yes,Standard premium
A15424,Clint Barton,Critical Illness,Declined,Low,Underwriter_1,Pending,$49310,Approved,Yes,Standard premium
A94426,Natasha Romanoff,Term Life,Pending,Medium,Underwriter_1,Not Required,$41232,Approved,Yes,Increased premium due to high risk
A56971,Tony Stark,Health,Declined,Medium,Underwriter_3,Pending,$42172,Approved,No,Standard premium
A47259,Bruce Banner,Critical Illness,Pending,Medium,Underwriter_1,Pending,$20132,Approved,Yes,Increased premium due to high risk
A90309,Clint Barton,Critical Illness,Pending,Low,Underwriter_5,Completed,$44581,Rejected,Yes,Standard premium
A91444,Tony Stark,Term Life,Pending,Medium,Underwriter_5,Pending,$34017,Rejected,No,Increased premium due to high risk
A16349,Bruce Banner,Term Life,Declined,High,Underwriter_4,Not Required,$33653,Pending,No,Increased premium due to high risk
A48911,Steve Rogers,Critical Illness,Declined,Medium,Underwriter_4,Pending,$39063,Approved,No,Standard premium
A92867,Bruce Banner,Term Life,Declined,Medium,Underwriter_3,Pending,$17912,Rejected,Yes,Standard premium
A24972,Natasha Romanoff,Life,Approved,Medium,Underwriter_3,Completed,$23472,Rejected,Yes,Increased premium due to high risk
A87804,Natasha Romanoff,Health,Pending,Low,Underwriter_1,Completed,$5390,Approved,No,Increased premium due to high risk
A91092,Bruce Banner,Health,Approved,High,Underwriter_2,Not Required,$29749,Rejected,No,Increased premium due to high risk
A95918,Clint Barton,Term Life,Pending,High,Underwriter_3,Completed,$49383,Approved,Yes,Increased premium due to high risk
A12788,Clint Barton,Critical Illness,Approved,High,Underwriter_4,Not Required,$30321,Approved,No,Increased premium due to high risk
A25764,Clint Barton,Term Life,Pending,Medium,Underwriter_4,Not Required,$47143,Rejected,Yes,Standard premium
A91909,Bruce Banner,Health,Pending,Low,Underwriter_5,Pending,$33532,Pending,No,Standard premium
A52767,Steve Rogers,Health,Approved,Medium,Underwriter_2,Not Required,$31784,Approved,No,Standard premium
A63613,Clint Barton,Life,Declined,Low,Underwriter_4,Not Required,$14286,Pending,No,Standard premium
A97083,Natasha Romanoff,Term Life,Approved,Low,Underwriter_4,Pending,$38998,Approved,No,Standard premium
A74027,Tony Stark,Life,Pending,High,Underwriter_4,Pending,$45553,Rejected,Yes,Standard premium
A56916,Bruce Banner,Health,Declined,High,Underwriter_3,Pending,$5227,Pending,No,Standard premium
A38832,Bruce Banner,Life,Pending,High,Underwriter_1,Not Required,$25949,Pending,Yes,Standard premium
A81300,Tony Stark,Life,Approved,Low,Underwriter_3,Completed,$15540,Pending,No,Increased premium due to high risk
A76054,Natasha Romanoff,Health,Declined,Low,Underwriter_5,Pending,$45288,Approved,No,Standard premium
A75247,Bruce Banner,Term Life,Declined,High,Underwriter_1,Completed,$47930,Rejected,No,Increased premium due to high risk
A36417,Tony Stark,Life,Pending,Medium,Underwriter_4,Completed,$29320,Rejected,No,Standard premium
A15894,Steve Rogers,Health,Pending,Low,Underwriter_3,Not Required,$42311,Rejected,No,Standard premium
A32582,Natasha Romanoff,Health,Pending,Medium,Underwriter_4,Pending,$25133,Pending,Yes,Increased premium due to high risk
A19125,Bruce Banner,Term Life,Declined,Medium,Underwriter_4,Not Required,$5646,Approved,No,Increased premium due to high risk
A29964,Steve Rogers,Term Life,Pending,Low,Underwriter_4,Completed,$7808,Pending,No,Standard premium
A66305,Clint Barton,Health,Pending,Medium,Underwriter_5,Pending,$5001,Rejected,Yes,Standard premium
A47218,Steve Rogers,Life,Pending,Medium,Underwriter_5,Pending,$7762,Pending,No,Increased premium due to high risk
A56808,Bruce Banner,Term Life,Declined,Medium,Underwriter_3,Not Required,$40570,Approved,Yes,Increased premium due to high risk
A43184,Clint Barton,Critical Illness,Approved,Medium,Underwriter_4,Not Required,$37767,Approved,Yes,Standard premium
A28938,Natasha Romanoff,Life,Pending,Medium,Underwriter_4,Pending,$9250,Approved,Yes,Increased premium due to high risk
A39309,Bruce Banner,Critical Illness,Pending,Low,Underwriter_5,Completed,$27051,Approved,Yes,Standard premium
A91600,Tony Stark,Health,Pending,Medium,Underwriter_1,Pending,$44090,Pending,Yes,Increased premium due to high risk
A76235,Tony Stark,Term Life,Declined,High,Underwriter_1,Completed,$9331,Rejected,No,Standard premium
A89017,Tony Stark,Health,Declined,High,Underwriter_1,Pending,$27932,Approved,Yes,Increased premium due to high risk
A88874,Bruce Banner,Health,Declined,Medium,Underwriter_5,Pending,$20953,Approved,No,Increased premium due to high risk
A31181,Natasha Romanoff,Health,Approved,Low,Underwriter_3,Completed,$27871,Pending,Yes,Increased premium due to high risk
A92673,Clint Barton,Health,Approved,Medium,Underwriter_4,Not Required,$34601,Pending,No,Increased premium due to high risk
A63825,Bruce Banner,Term Life,Pending,Medium,Underwriter_2,Pending,$27440,Rejected,Yes,Increased premium due to high risk
A12422,Bruce Banner,Health,Declined,Medium,Underwriter_4,Pending,$17118,Approved,Yes,Standard premium
A22345,Natasha Romanoff,Term Life,Pending,Medium,Underwriter_3,Pending,$31142,Rejected,Yes,Increased premium due to high risk
A89647,Bruce Banner,Critical Illness,Declined,Low,Underwriter_1,Not Required,$28398,Rejected,No,Increased premium due to high risk
A60726,Clint Barton,Life,Pending,Low,Underwriter_5,Completed,$36686,Rejected,Yes,Increased premium due to high risk
A33810,Natasha Romanoff,Life,Approved,Medium,Underwriter_4,Not Required,$9856,Pending,No,Increased premium due to high risk
A59996,Natasha Romanoff,Critical Illness,Approved,Low,Underwriter_3,Pending,$41051,Pending,No,Increased premium due to high risk
A58410,Tony Stark,Life,Declined,High,Underwriter_4,Not Required,$8872,Approved,No,Standard premium
A69822,Tony Stark,Life,Declined,Medium,Underwriter_5,Not Required,$7404,Approved,Yes,Standard premium
A17990,Bruce Banner,Health,Declined,Medium,Underwriter_2,Not Required,$23282,Rejected,Yes,Standard premium
A45685,Natasha Romanoff,Health,Declined,Medium,Underwriter_1,Not Required,$24731,Approved,Yes,Standard premium
A73144,Steve Rogers,Critical Illness,Approved,Low,Underwriter_2,Pending,$9809,Rejected,No,Increased premium due to high risk
A90705,Bruce Banner,Life,Declined,Medium,Underwriter_2,Completed,$32700,Pending,No,Standard premium
A58691,Tony Stark,Health,Approved,Medium,Underwriter_1,Pending,$9488,Approved,No,Standard premium
A22931,Clint Barton,Life,Pending,Medium,Underwriter_2,Pending,$47202,Rejected,No,Increased premium due to high risk
A27065,Clint Barton,Life,Pending,High,Underwriter_5,Not Required,$42008,Approved,No,Increased premium due to high risk
A89721,Steve Rogers,Term Life,Approved,High,Underwriter_3,Completed,$46247,Approved,No,Standard premium
A42209,Clint Barton,Health,Approved,High,Underwriter_3,Completed,$11051,Pending,No,Standard premium
A43949,Natasha Romanoff,Health,Declined,Low,Underwriter_1,Not Required,$12248,Rejected,No,Increased premium due to high risk
A12300,Steve Rogers,Term Life,Approved,High,Underwriter_3,Not Required,$28192,Approved,No,Increased premium due to high risk
A26833,Steve Rogers,Life,Declined,Low,Underwriter_5,Not Required,$25210,Approved,No,Standard premium
A76898,Bruce Banner,Term Life,Pending,Low,Underwriter_3,Pending,$14926,Rejected,Yes,Increased premium due to high risk
A58282,Natasha Romanoff,Health,Pending,Low,Underwriter_1,Pending,$39212,Approved,Yes,Standard premium
A32436,Bruce Banner,Critical Illness,Declined,High,Underwriter_1,Pending,$33970,Rejected,Yes,Standard premium
A58683,Steve Rogers,Term Life,Declined,Medium,Underwriter_4,Completed,$43010,Approved,Yes,Standard premium
A57784,Steve Rogers,Critical Illness,Pending,Medium,Underwriter_3,Completed,$41770,Rejected,No,Increased premium due to high risk
A41242,Steve Rogers,Critical Illness,Approved,High,Underwriter_1,Pending,$36404,Approved,No,Increased premium due to high risk
A56939,Steve Rogers,Life,Approved,Low,Underwriter_3,Completed,$23598,Approved,No,Increased premium due to high risk
A16653,Natasha Romanoff,Critical Illness,Pending,Medium,Underwriter_5,Completed,$42985,Approved,Yes,Increased premium due to high risk
A75186,Bruce Banner,Critical Illness,Declined,High,Underwriter_2,Pending,$25659,Approved,Yes,Standard premium
A30358,Steve Rogers,Health,Pending,High,Underwriter_5,Not Required,$42153,Pending,Yes,Standard premium
A23552,Bruce Banner,Critical Illness,Pending,Low,Underwriter_3,Pending,$32161,Approved,No,Increased premium due to high risk
A24318,Bruce Banner,Health,Declined,Medium,Underwriter_1,Completed,$20258,Rejected,Yes,Standard premium
A68418,Tony Stark,Critical Illness,Pending,Medium,Underwriter_1,Pending,$17465,Approved,No,Standard premium
A32516,Clint Barton,Life,Pending,Low,Underwriter_2,Completed,$48175,Pending,No,Standard premium
A30811,Clint Barton,Health,Approved,Medium,Underwriter_1,Pending,$8016,Rejected,Yes,Increased premium due to high risk
A75521,Bruce Banner,Critical Illness,Approved,Low,Underwriter_5,Not Required,$17607,Pending,No,Standard premium
A74746,Natasha Romanoff,Life,Pending,High,Underwriter_4,Completed,$45658,Approved,No,Standard premium
A23210,Natasha Romanoff,Term Life,Declined,Medium,Underwriter_1,Not Required,$30514,Rejected,No,Increased premium due to high risk
A82595,Clint Barton,Life,Declined,Low,Underwriter_4,Pending,$14708,Approved,No,Standard premium
A72470,Natasha Romanoff,Life,Pending,Medium,Underwriter_3,Pending,$29701,Approved,No,Standard premium
A73743,Natasha Romanoff,Life,Approved,High,Underwriter_1,Not Required,$43789,Approved,Yes,Standard premium
A37464,Natasha Romanoff,Term Life,Approved,Low,Underwriter_5,Not Required,$28000,Pending,Yes,Increased premium due to high risk
A39946,Natasha Romanoff,Health,Pending,Low,Underwriter_1,Not Required,$7586,Rejected,Yes,Increased premium due to high risk
A19712,Steve Rogers,Term Life,Pending,Medium,Underwriter_1,Completed,$36763,Pending,No,Standard premium
A52173,Tony Stark,Health,Approved,Low,Underwriter_2,Pending,$11617,Approved,No,Standard premium
A12162,Tony Stark,Life,Approved,High,Underwriter_1,Pending,$13721,Approved,No,Standard premium
A88209,Tony Stark,Life,Pending,Medium,Underwriter_4,Completed,$7023,Rejected,Yes,Increased premium due to high risk
A79414,Clint Barton,Health,Approved,Medium,Underwriter_3,Pending,$18346,Pending,No,Increased premium due to high risk
A11774,Natasha Romanoff,Life,Approved,Low,Underwriter_5,Completed,$37804,Rejected,Yes,Increased premium due to high risk
A51239,Steve Rogers,Life,Approved,High,Underwriter_1,Pending,$12399,Rejected,Yes,Increased premium due to high risk
A35380,Bruce Banner,Life,Approved,Medium,Underwriter_2,Pending,$28376,Rejected,Yes,Standard premium
A74641,Clint Barton,Critical Illness,Declined,Medium,Underwriter_5,Completed,$37426,Pending,No,Standard premium
A83895,Steve Rogers,Term Life,Pending,Medium,Underwriter_5,Pending,$31234,Approved,No,Increased premium due to high risk
A89998,Bruce Banner,Term Life,Declined,High,Underwriter_3,Not Required,$48377,Approved,Yes,Standard premium
A34367,Steve Rogers,Term Life,Approved,High,Underwriter_1,Pending,$21372,Approved,No,Standard premium
A34978,Natasha Romanoff,Life,Approved,High,Underwriter_1,Pending,$44234,Approved,Yes,Increased premium due to high risk
A21126,Natasha Romanoff,Health,Declined,Medium,Underwriter_5,Pending,$20686,Approved,No,Standard premium
A70575,Natasha Romanoff,Critical Illness,Declined,High,Underwriter_1,Pending,$17571,Approved,No,Standard premium
A70616,Natasha Romanoff,Life,Declined,Medium,Underwriter_3,Pending,$33820,Approved,No,Increased premium due to high risk
A18502,Clint Barton,Health,Declined,Low,Underwriter_3,Pending,$17250,Approved,Yes,Standard premium
A63702,Bruce Banner,Critical Illness,Approved,Low,Underwriter_5,Completed,$45181,Rejected,No,Increased premium due to high risk
A29675,Steve Rogers,Health,Declined,Medium,Underwriter_2,Not Required,$49376,Approved,Yes,Increased premium due to high risk
A43741,Clint Barton,Term Life,Declined,Low,Underwriter_1,Completed,$48032,Pending,No,Standard premium
A46124,Natasha Romanoff,Life,Declined,High,Underwriter_3,Not Required,$9499,Rejected,No,Increased premium due to high risk
A27248,Clint Barton,Health,Pending,Low,Underwriter_5,Completed,$42454,Approved,No,Increased premium due to high risk
A66209,Bruce Banner,Term Life,Approved,Medium,Underwriter_2,Completed,$21053,Rejected,Yes,Increased premium due to high risk
A32228,Tony Stark,Health,Declined,Medium,Underwriter_3,Pending,$10883,Rejected,Yes,Increased premium due to high risk
A59400,Tony Stark,Critical Illness,Pending,High,Underwriter_4,Not Required,$6127,Approved,Yes,Increased premium due to high risk
A37620,Clint Barton,Life,Pending,Low,Underwriter_4,Pending,$35480,Pending,Yes,Standard premium
A80956,Tony Stark,Life,Pending,Medium,Underwriter_5,Completed,$38904,Rejected,Yes,Increased premium due to high risk
A76861,Natasha Romanoff,Life,Declined,Medium,Underwriter_3,Not Required,$36286,Pending,No,Increased premium due to high risk
A66897,Tony Stark,Critical Illness,Approved,Medium,Underwriter_5,Completed,$10504,Rejected,Yes,Increased premium due to high risk
A73271,Bruce Banner,Term Life,Pending,High,Underwriter_1,Not Required,$40418,Rejected,No,Increased premium due to high risk
A37428,Bruce Banner,Term Life,Approved,High,Underwriter_2,Not Required,$49247,Rejected,Yes,Increased premium due to high risk
A25349,Bruce Banner,Life,Approved,High,Underwriter_2,Completed,$32978,Rejected,Yes,Standard premium
A50938,Tony Stark,Critical Illness,Declined,High,Underwriter_2,Not Required,$13604,Rejected,No,Increased premium due to high risk
A79805,Steve Rogers,Health,Approved,Medium,Underwriter_1,Pending,$18791,Rejected,No,Standard premium
A25519,Tony Stark,Critical Illness,Declined,Low,Underwriter_1,Pending,$49283,Pending,Yes,Increased premium due to high risk
A68825,Tony Stark,Critical Illness,Declined,Low,Underwriter_5,Completed,$12097,Pending,Yes,Standard premium
A57017,Tony Stark,Critical Illness,Approved,Low,Underwriter_2,Not Required,$31894,Pending,Yes,Standard premium
A17942,Clint Barton,Health,Declined,Low,Underwriter_4,Completed,$11025,Pending,No,Increased premium due to high risk
A93295,Tony Stark,Term Life,Declined,Medium,Underwriter_3,Not Required,$33663,Rejected,No,Standard premium
A33455,Bruce Banner,Life,Declined,Low,Underwriter_2,Completed,$32613,Rejected,Yes,Increased premium due to high risk
A44619,Bruce Banner,Health,Pending,High,Underwriter_5,Not Required,$11053,Approved,No,Increased premium due to high risk
A47880,Tony Stark,Critical Illness,Declined,High,Underwriter_5,Pending,$17453,Approved,No,Standard premium
A38323,Bruce Banner,Critical Illness,Approved,Medium,Underwriter_1,Completed,$26446,Rejected,No,Increased premium due to high risk
A51229,Steve Rogers,Health,Approved,Low,Underwriter_1,Not Required,$23539,Pending,No,Standard premium
A21717,Steve Rogers,Life,Declined,Medium,Underwriter_3,Completed,$41643,Rejected,No,Increased premium due to high risk
A69748,Natasha Romanoff,Term Life,Pending,Low,Underwriter_2,Completed,$36442,Rejected,Yes,Increased premium due to high risk
A41579,Tony Stark,Critical Illness,Declined,High,Underwriter_2,Completed,$29010,Approved,Yes,Increased premium due to high risk
A96067,Natasha Romanoff,Term Life,Pending,Medium,Underwriter_1,Pending,$5023,Approved,Yes,Standard premium
A51757,Tony Stark,Term Life,Declined,Medium,Underwriter_3,Not Required,$40157,Rejected,Yes,Increased premium due to high risk
A51532,Tony Stark,Health,Declined,Low,Underwriter_3,Not Required,$49915,Rejected,Yes,Standard premium
A47062,Tony Stark,Health,Pending,High,Underwriter_1,Pending,$26819,Rejected,Yes,Standard premium
A37742,Steve Rogers,Life,Pending,High,Underwriter_2,Pending,$23091,Pending,Yes,Increased premium due to high risk
A72823,Bruce Banner,Health,Declined,High,Underwriter_3,Pending,$5440,Rejected,Yes,Standard premium
A12944,Natasha Romanoff,Life,Declined,Medium,Underwriter_1,Completed,$22186,Rejected,Yes,Standard premium
A99786,Steve Rogers,Critical Illness,Declined,Low,Underwriter_2,Pending,$29144,Pending,Yes,Standard premium
A19241,Bruce Banner,Health,Declined,Low,Underwriter_1,Not Required,$19578,Rejected,Yes,Standard premium
A29330,Tony Stark,Life,Approved,Low,Underwriter_4,Completed,$16911,Rejected,No,Increased premium due to high risk
A51330,Clint Barton,Critical Illness,Pending,High,Underwriter_4,Not Required,$31480,Approved,No,Standard premium
A18230,Steve Rogers,Health,Approved,Medium,Underwriter_2,Completed,$48576,Approved,No,Increased premium due to high risk
A48209,Clint Barton,Life,Pending,Medium,Underwriter_2,Pending,$29061,Rejected,Yes,Standard premium
A87639,Steve Rogers,Life,Pending,High,Underwriter_1,Completed,$31065,Approved,No,Standard premium
A69216,Natasha Romanoff,Critical Illness,Approved,Low,Underwriter_5,Completed,$13245,Rejected,No,Standard premium
A51330,Bruce Banner,Health,Declined,High,Underwriter_4,Not Required,$13448,Rejected,No,Standard premium
A26956,Steve Rogers,Critical Illness,Pending,Low,Underwriter_2,Pending,$25783,Approved,No,Increased premium due to high risk
A71181,Steve Rogers,Health,Pending,Low,Underwriter_3,Not Required,$18920,Pending,Yes,Standard premium
A93535,Tony Stark,Life,Pending,Low,Underwriter_4,Pending,$36765,Pending,No,Increased premium due to high risk
A19794,Tony Stark,Life,Pending,High,Underwriter_5,Pending,$31787,Rejected,Yes,Increased premium due to high risk
A67166,Tony Stark,Term Life,Declined,Low,Underwriter_2,Completed,$13595,Pending,Yes,Standard premium
A14338,Bruce Banner,Term Life,Approved,High,Underwriter_2,Not Required,$21969,Pending,Yes,Standard premium
A80625,Natasha Romanoff,Life,Approved,Medium,Underwriter_2,Not Required,$11850,Pending,No,Increased premium due to high risk
A36985,Steve Rogers,Critical Illness,Declined,Low,Underwriter_1,Completed,$44494,Approved,Yes,Standard premium
A27343,Tony Stark,Life,Pending,Medium,Underwriter_1,Pending,$5823,Approved,No,Standard premium
A95706,Steve Rogers,Term Life,Approved,Medium,Underwriter_1,Pending,$13169,Rejected,No,Increased premium due to high risk
A30062,Steve Rogers,Life,Approved,High,Underwriter_4,Pending,$17850,Pending,No,Increased premium due to high risk
A80462,Clint Barton,Life,Pending,Medium,Underwriter_2,Completed,$36417,Approved,No,Standard premium
A63044,Natasha Romanoff,Life,Approved,High,Underwriter_1,Pending,$11059,Pending,No,Standard premium
A85770,Steve Rogers,Health,Declined,Low,Underwriter_3,Completed,$44550,Approved,Yes,Increased premium due to high risk
A91997,Steve Rogers,Life,Pending,Medium,Underwriter_2,Not Required,$8677,Approved,Yes,Increased premium due to high risk
A35275,Bruce Banner,Health,Approved,High,Underwriter_4,Pending,$8356,Pending,No,Standard premium
A93088,Bruce Banner,Critical Illness,Approved,High,Underwriter_1,Pending,$34339,Approved,No,Standard premium
A60838,Steve Rogers,Health,Pending,High,Underwriter_3,Not Required,$17098,Approved,No,Standard premium
A54454,Tony Stark,Life,Approved,Medium,Underwriter_2,Completed,$8808,Pending,Yes,Standard premium
A62104,Bruce Banner,Critical Illness,Pending,Low,Underwriter_4,Pending,$17089,Rejected,No,Standard premium
A81296,Tony Stark,Health,Pending,High,Underwriter_1,Completed,$35673,Rejected,Yes,Increased premium due to high risk
A18580,Bruce Banner,Health,Pending,Low,Underwriter_1,Completed,$21917,Approved,No,Increased premium due to high risk
A38502,Natasha Romanoff,Health,Approved,Low,Underwriter_3,Completed,$45328,Approved,No,Standard premium
A61281,Steve Rogers,Life,Approved,Medium,Underwriter_5,Pending,$46087,Rejected,Yes,Standard premium
A34824,Natasha Romanoff,Health,Pending,Low,Underwriter_1,Pending,$19358,Pending,No,Increased premium due to high risk
A14444,Natasha Romanoff,Life,Approved,Medium,Underwriter_1,Not Required,$44945,Rejected,No,Increased premium due to high risk
A44834,Tony Stark,Life,Declined,Low,Underwriter_1,Not Required,$18784,Approved,Yes,Increased premium due to high risk
A65690,Clint Barton,Term Life,Approved,Medium,Underwriter_2,Pending,$49462,Pending,No,Increased premium due to high risk
A82430,Clint Barton,Term Life,Declined,High,Underwriter_3,Completed,$6526,Pending,Yes,Standard premium
A74435,Clint Barton,Critical Illness,Approved,Low,Underwriter_5,Completed,$45341,Rejected,No,Standard premium
A94337,Clint Barton,Life,Pending,High,Underwriter_1,Completed,$21065,Approved,No,Standard premium
